sector_id,date,ts,open,high,low,close,volume
NIFTY_50,2025-08-11,2025-08-11 00:00:00+05:30,24371.5,24600.849609375,24347.44921875,24585.05078125,241100
NIFTY_50,2025-08-12,2025-08-12 00:00:00+05:30,24563.349609375,24702.599609375,24465.650390625,24487.400390625,237000
NIFTY_50,2025-08-13,2025-08-13 00:00:00+05:30,24586.19921875,24664.55078125,24535.25,24619.349609375,236000
NIFTY_50,2025-08-14,2025-08-14 00:00:00+05:30,24607.25,24673.650390625,24596.900390625,24631.30078125,270200
NIFTY_50,2025-08-18,2025-08-18 00:00:00+05:30,24938.19921875,25022.0,24852.849609375,24876.94921875,363100
NIFTY_50,2025-08-19,2025-08-19 00:00:00+05:30,24891.349609375,25012.650390625,24873.94921875,24980.650390625,252300
NIFTY_50,2025-08-20,2025-08-20 00:00:00+05:30,24965.80078125,25088.69921875,24929.69921875,25050.55078125,287100
NIFTY_50,2025-08-21,2025-08-21 00:00:00+05:30,25142.0,25153.650390625,25054.900390625,25083.75,226500
NIFTY_50,2025-08-22,2025-08-22 00:00:00+05:30,25064.150390625,25084.849609375,24859.150390625,24870.099609375,210200
NIFTY_50,2025-08-25,2025-08-25 00:00:00+05:30,24949.150390625,25021.55078125,24894.349609375,24967.75,213000
NIFTY_50,2025-08-26,2025-08-26 00:00:00+05:30,24899.5,24919.650390625,24689.599609375,24712.05078125,750500
NIFTY_50,2025-08-28,2025-08-28 00:00:00+05:30,24695.80078125,24702.650390625,24481.599609375,24500.900390625,326600
NIFTY_50,2025-08-29,2025-08-29 00:00:00+05:30,24466.69921875,24572.44921875,24404.69921875,24426.849609375,325500
NIFTY_50,2025-09-01,2025-09-01 00:00:00+05:30,24432.69921875,24635.599609375,24432.69921875,24625.05078125,229300
NIFTY_50,2025-09-02,2025-09-02 00:00:00+05:30,24653.0,24756.099609375,24522.349609375,24579.599609375,271600
NIFTY_50,2025-09-03,2025-09-03 00:00:00+05:30,24616.5,24737.05078125,24533.19921875,24715.05078125,340300
NIFTY_50,2025-09-04,2025-09-04 00:00:00+05:30,24980.75,24980.75,24708.19921875,24734.30078125,314100
NIFTY_50,2025-09-05,2025-09-05 00:00:00+05:30,24818.849609375,24832.349609375,24621.599609375,24741.0,210100
NIFTY_50,2025-09-08,2025-09-08 00:00:00+05:30,24802.599609375,24885.5,24751.55078125,24773.150390625,213200
NIFTY_50,2025-09-09,2025-09-09 00:00:00+05:30,24864.099609375,24891.80078125,24814.0,24868.599609375,226900
NIFTY_50,2025-09-10,2025-09-10 00:00:00+05:30,24991.0,25035.69921875,24915.05078125,24973.099609375,244100
NIFTY_50,2025-09-11,2025-09-11 00:00:00+05:30,24945.5,25037.30078125,24940.150390625,25005.5,224600
NIFTY_50,2025-09-12,2025-09-12 00:00:00+05:30,25074.44921875,25139.44921875,25038.05078125,25114.0,225700
NIFTY_50,2025-09-15,2025-09-15 00:00:00+05:30,25118.900390625,25138.44921875,25048.75,25069.19921875,185400
NIFTY_50,2025-09-16,2025-09-16 00:00:00+05:30,25073.599609375,25261.400390625,25070.44921875,25239.099609375,240100
NIFTY_50,2025-09-17,2025-09-17 00:00:00+05:30,25276.599609375,25346.5,25275.349609375,25330.25,268900
NIFTY_50,2025-09-18,2025-09-18 00:00:00+05:30,25441.05078125,25448.94921875,25329.75,25423.599609375,272200
NIFTY_50,2025-09-19,2025-09-19 00:00:00+05:30,25410.19921875,25428.75,25286.30078125,25327.05078125,380400
NIFTY_50,2025-09-22,2025-09-22 00:00:00+05:30,25238.099609375,25331.69921875,25151.05078125,25202.349609375,254500
NIFTY_50,2025-09-23,2025-09-23 00:00:00+05:30,25209.0,25261.900390625,25084.650390625,25169.5,299200
NIFTY_50,2025-09-24,2025-09-24 00:00:00+05:30,25108.75,25149.849609375,25027.44921875,25056.900390625,244400
NIFTY_50,2025-09-25,2025-09-25 00:00:00+05:30,25034.5,25092.69921875,24878.30078125,24890.849609375,342500
NIFTY_50,2025-09-26,2025-09-26 00:00:00+05:30,24818.55078125,24868.599609375,24629.44921875,24654.69921875,291500
NIFTY_50,2025-09-29,2025-09-29 00:00:00+05:30,24728.55078125,24791.30078125,24606.19921875,24634.900390625,394400
NIFTY_50,2025-09-30,2025-09-30 00:00:00+05:30,24691.94921875,24731.80078125,24587.69921875,24611.099609375,303000
NIFTY_50,2025-10-01,2025-10-01 00:00:00+05:30,24620.55078125,24867.94921875,24605.94921875,24836.30078125,308900
NIFTY_50,2025-10-03,2025-10-03 00:00:00+05:30,24759.55078125,24904.80078125,24747.55078125,24894.25,365900
NIFTY_50,2025-10-06,2025-10-06 00:00:00+05:30,24916.55078125,25095.94921875,24881.650390625,25077.650390625,268800
NIFTY_50,2025-10-07,2025-10-07 00:00:00+05:30,25085.30078125,25220.900390625,25076.30078125,25108.30078125,288000
NIFTY_50,2025-10-08,2025-10-08 00:00:00+05:30,25079.75,25192.5,25008.5,25046.150390625,227400
NIFTY_50,2025-10-09,2025-10-09 00:00:00+05:30,25074.30078125,25199.25,25024.30078125,25181.80078125,286300
NIFTY_50,2025-10-10,2025-10-10 00:00:00+05:30,25167.650390625,25330.75,25156.849609375,25285.349609375,232900
NIFTY_50,2025-10-13,2025-10-13 00:00:00+05:30,25177.30078125,25267.30078125,25152.30078125,25227.349609375,234300
NIFTY_50,2025-10-14,2025-10-14 00:00:00+05:30,25277.55078125,25310.349609375,25060.55078125,25145.5,292100
NIFTY_50,2025-10-15,2025-10-15 00:00:00+05:30,25181.94921875,25365.150390625,25159.349609375,25323.55078125,289900
NIFTY_50,2025-10-16,2025-10-16 00:00:00+05:30,25394.900390625,25625.400390625,25376.849609375,25585.30078125,372800
NIFTY_50,2025-10-17,2025-10-17 00:00:00+05:30,25546.849609375,25781.5,25508.599609375,25709.849609375,422100
NIFTY_50,2025-10-20,2025-10-20 00:00:00+05:30,25824.599609375,25926.19921875,25788.5,25843.150390625,301100
NIFTY_50,2025-10-21,2025-10-21 00:00:00+05:30,25901.19921875,25934.349609375,25825.80078125,25868.599609375,42500
NIFTY_50,2025-10-23,2025-10-23 00:00:00+05:30,26057.19921875,26104.19921875,25862.44921875,25891.400390625,448400
NIFTY_50,2025-10-24,2025-10-24 00:00:00+05:30,25935.099609375,25944.150390625,25718.19921875,25795.150390625,284900
NIFTY_50,2025-10-27,2025-10-27 00:00:00+05:30,25843.19921875,26005.94921875,25827.0,25966.05078125,266300
NIFTY_50,2025-10-28,2025-10-28 00:00:00+05:30,25939.94921875,26041.69921875,25810.05078125,25936.19921875,395200
NIFTY_50,2025-10-29,2025-10-29 00:00:00+05:30,25982.0,26097.849609375,25960.30078125,26053.900390625,321900
NIFTY_50,2025-10-30,2025-10-30 00:00:00+05:30,25984.400390625,26032.05078125,25845.25,25877.849609375,257400
NIFTY_50,2025-10-31,2025-10-31 00:00:00+05:30,25863.80078125,25953.75,25711.19921875,25722.099609375,334400
NIFTY_50,2025-11-03,2025-11-03 00:00:00+05:30,25696.849609375,25803.099609375,25645.5,25763.349609375,23300
NIFTY_50,2025-11-04,2025-11-04 00:00:00+05:30,25744.75,25787.400390625,25578.400390625,25597.650390625,305100
NIFTY_50,2025-11-06,2025-11-06 00:00:00+05:30,25593.349609375,25679.150390625,25491.55078125,25509.69921875,371900
NIFTY_50,2025-11-07,2025-11-07 00:00:00+05:30,25433.80078125,25551.25,25318.44921875,25492.30078125,305600
NIFTY_50,2025-11-10,2025-11-10 00:00:00+05:30,25503.5,25653.44921875,25503.5,25574.349609375,243600
NIFTY_50,2025-11-11,2025-11-11 00:00:00+05:30,25617.0,25715.80078125,25449.25,25694.94921875,297700
NIFTY_50,2025-11-12,2025-11-12 00:00:00+05:30,25834.30078125,25934.55078125,25781.150390625,25875.80078125,312600
NIFTY_50,2025-11-13,2025-11-13 00:00:00+05:30,25906.099609375,26010.69921875,25808.400390625,25879.150390625,385200
NIFTY_50,2025-11-14,2025-11-14 00:00:00+05:30,25767.900390625,25940.19921875,25740.80078125,25910.05078125,518900
NIFTY_50,2025-11-17,2025-11-17 00:00:00+05:30,25948.19921875,26024.19921875,25906.349609375,26013.44921875,281800
NIFTY_50,2025-11-18,2025-11-18 00:00:00+05:30,26021.80078125,26029.849609375,25876.5,25910.05078125,280000
NIFTY_50,2025-11-19,2025-11-19 00:00:00+05:30,25918.099609375,26074.650390625,25856.19921875,26052.650390625,250100
NIFTY_50,2025-11-20,2025-11-20 00:00:00+05:30,26132.099609375,26246.650390625,26063.19921875,26192.150390625,240400
NIFTY_50,2025-11-21,2025-11-21 00:00:00+05:30,26109.55078125,26179.19921875,26052.19921875,26068.150390625,235600
NIFTY_50,2025-11-24,2025-11-24 00:00:00+05:30,26122.80078125,26142.80078125,25912.150390625,25959.5,464700
NIFTY_50,2025-11-25,2025-11-25 00:00:00+05:30,25998.5,26032.599609375,25857.5,25884.80078125,260500
NIFTY_50,2025-11-26,2025-11-26 00:00:00+05:30,25842.94921875,26215.150390625,25842.94921875,26205.30078125,275300
NIFTY_50,2025-11-27,2025-11-27 00:00:00+05:30,26261.25,26310.44921875,26141.900390625,26215.55078125,240300
NIFTY_50,2025-11-28,2025-11-28 00:00:00+05:30,26237.44921875,26280.75,26172.400390625,26202.94921875,202500
NIFTY_50,2025-12-01,2025-12-01 00:00:00+05:30,26325.80078125,26325.80078125,26124.19921875,26175.75,213800
NIFTY_50,2025-12-02,2025-12-02 00:00:00+05:30,26087.94921875,26154.599609375,25997.849609375,26032.19921875,254800
NIFTY_50,2025-12-03,2025-12-03 00:00:00+05:30,26004.900390625,26066.44921875,25891.0,25986.0,265700
NIFTY_50,2025-12-04,2025-12-04 00:00:00+05:30,25981.849609375,26098.25,25938.94921875,26033.75,248100
NIFTY_50,2025-12-05,2025-12-05 00:00:00+05:30,25999.80078125,26202.599609375,25985.349609375,26186.44921875,249300
